NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
MIGUEL LOMBARDI,PL,Direita,SP,MASCULINO,BRANCA,59.0,1307079.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2277
PROFESSORA VERA,PSDB,Centro,SP,FEMININO,PARDA,57.0,2651.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,4578
GUSTAVO ADJUTO,PL,Direita,MG,MASCULINO,BRANCA,25.0,109294.0,BENS_G3,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,2288
MARIANA LOPES,PSOL,Esquerda,GO,FEMININO,BRANCA,34.0,120000.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,5000
LUCIANO VIEIRA,PL,Direita,RJ,MASCULINO,BRANCA,34.0,7681620.0,BENS_G1,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,2256
VILMA MARQUES,PRTB,Direita,SP,FEMININO,BRANCA,50.0,25000.0,BENS_G4,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2833
MARCELO LESSA,SOLIDARIEDADE,Centro,RJ,MASCULINO,BRANCA,46.0,72000.0,BENS_G4,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,7777
CACÁ COLCHÕES,PP,Direita,BA,MASCULINO,BRANCA,44.0,662195.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1156
GIGI,SOLIDARIEDADE,Centro,RJ,MASCULINO,BRANCA,62.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OCUPANTE DE CARGO EM COMISSÃO,N,NÃO DIVULGÁVEL,7729
DR MARIO VIANNA,PDT,Esquerda,AM,MASCULINO,PARDA,68.0,785215.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,1222
MAJOR NEGREIROS,PSDB,Centro,TO,MASCULINO,PARDA,52.0,nan,nan,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,4500
DR. HENRIQUE PAES,PSDB,Centro,RJ,MASCULINO,BRANCA,54.0,8286175.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,4522
FARID MADI,PODE,Direita,SP,MASCULINO,BRANCA,58.0,1660026.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,1912
BITO,PSD,Direita,RS,MASCULINO,BRANCA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5566
ANDRESSA CALIXTO,PODE,Direita,PR,FEMININO,BRANCA,38.0,299200.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1947
BARBARA SUSAN,PSC,Direita,RS,FEMININO,BRANCA,30.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2024
GIANE LAUXEN,PDT,Esquerda,RS,FEMININO,BRANCA,29.0,60000.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1282
VAGNER GASTÃO,UP,Esquerda,SE,MASCULINO,PARDA,37.0,421506.0,BENS_G2,SUPERIOR INCOMPLETO,MECÂNICO DE MANUTENÇÃO,N,NÃO DIVULGÁVEL,8080
GOULART,UNIÃO,Direita,SP,MASCULINO,BRANCA,69.0,897463.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4480
CINARA MARIA,PP,Direita,MG,FEMININO,BRANCA,47.0,nan,nan,SUPERIOR INCOMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,1143
ASSIS,PT,Esquerda,SC,MASCULINO,BRANCA,60.0,961756.0,BENS_G1,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,1312
CARMEM LÚCIA,AVANTE,Centro,PA,FEMININO,PARDA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7072
PROFESSOR NIVALDO,PMN,Esquerda,DF,MASCULINO,PRETA,72.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,3326
GALEGUINHO,PSB,Esquerda,BA,MASCULINO,BRANCA,36.0,263000.0,BENS_G3,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4044
PROFESSOR WELLINGTON SANTOS,PL,Direita,PE,MASCULINO,PARDA,54.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,2270
CAPELÃ KATIA SOUZA,REPUBLICANOS,Direita,PR,FEMININO,PRETA,40.0,nan,nan,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,1030
MAURICIO DO VOLEI,PL,Direita,MG,MASCULINO,BRANCA,34.0,305000.0,BENS_G2,SUPERIOR INCOMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,2210
AIRTON SOUZA,MDB,Centro,RS,MASCULINO,BRANCA,56.0,291000.0,BENS_G2,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1590
CLAUDIONOR BASILIO,DC,Direita,BA,MASCULINO,PARDA,49.0,nan,nan,ENSINO MÉDIO COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,2729
JESSICA PIRES,REDE,Esquerda,BA,FEMININO,PARDA,38.0,38000.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1817
SYLVIO ZIMMERMANN,PSDB,Centro,SC,MASCULINO,BRANCA,46.0,1977306.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4578
KLEBER DURANS,PRTB,Direita,PA,MASCULINO,PARDA,42.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,2828
VAL RADIALISTA,PODE,Direita,DF,FEMININO,PARDA,40.0,120000.0,BENS_G3,SUPERIOR COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,1973
DANIEL UCHOA,SOLIDARIEDADE,Centro,PE,MASCULINO,PARDA,40.0,nan,nan,ENSINO MÉDIO COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,7766
MACEDO,PODE,Direita,PR,MASCULINO,PRETA,58.0,130225.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1917
RENATO CARDOZO,PMB,Direita,PR,MASCULINO,PRETA,42.0,10000.0,BENS_G4,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3510
ANDREA GUIMARÃES,PROS,Centro,RJ,FEMININO,BRANCA,54.0,1267067.0,BENS_G1,SUPERIOR COMPLETO,ARQUITETO,N,NÃO DIVULGÁVEL,9033
LÉO LEAL,MDB,Centro,RJ,MASCULINO,PARDA,39.0,145568.0,BENS_G3,SUPERIOR COMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,1578
TCHELLE SANTOS,MDB,Centro,PE,FEMININO,PARDA,42.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1554
PROF JACQUELINE PRÔJACQUE,AVANTE,Centro,SP,FEMININO,PRETA,50.0,1014000.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,7028
ROSE,AVANTE,Centro,SP,FEMININO,PRETA,57.0,nan,nan,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,7021
PROFESSORA SÔNIA ,PATRIOTA,Direita,ES,FEMININO,PARDA,67.0,150694.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,5111
MARINOR BRITO,PSOL,Esquerda,PA,FEMININO,BRANCA,63.0,427387.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,5050
ENFERMEIRA REJANE,PC do B,Esquerda,RJ,FEMININO,PRETA,59.0,411829.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,6556
ZAIRA CAMINHONEIRA,PRTB,Direita,GO,FEMININO,AMARELA,46.0,138036.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2821
JOSI,PTB,Direita,MG,FEMININO,BRANCA,51.0,1035000.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,1421
KLEYTON VIGILANTE,PTB,Direita,MS,MASCULINO,PRETA,41.0,nan,nan,SUPERIOR COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,1458
SERGIO MENEZES,PDT,Esquerda,RN,MASCULINO,PARDA,46.0,16000.0,BENS_G4,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,1200
TEREZA DAS ÁGUAS,REDE,Esquerda,SC,FEMININO,BRANCA,70.0,4131000.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO CIVIL APOSENTADO,N,NÃO DIVULGÁVEL,1818
ALEMÃO,AVANTE,Centro,PE,MASCULINO,PARDA,43.0,70000.0,BENS_G4,ENSINO MÉDIO COMPLETO,"TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES",N,NÃO DIVULGÁVEL,7055
BENES LEOCÁDIO,UNIÃO,Direita,RN,MASCULINO,BRANCA,56.0,1593564.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,4444
JOSE LUIZ DE CARVALHO,REPUBLICANOS,Direita,PI,MASCULINO,PARDA,66.0,nan,nan,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,1011
FERNANDO HOLLANDA,MDB,Centro,AL,MASCULINO,BRANCA,42.0,204950.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,1551
GILMAR DA PORTELINHA,PSD,Direita,PR,MASCULINO,PARDA,49.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,TRABALHADOR DE CONSTRUÇÃO CIVIL,N,NÃO DIVULGÁVEL,5503
MARCOS GABRIEL,AGIR,Direita,SP,MASCULINO,PRETA,41.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3685
DURÃES,PL,Direita,MS,MASCULINO,PARDA,64.0,nan,nan,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,2288
PRA IVONE MARTINS,PODE,Direita,GO,FEMININO,PARDA,46.0,187834.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1955
RENATO PAIVA,PSD,Direita,SP,MASCULINO,BRANCA,65.0,789797.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5559
JOÃO DO BARBANTE,PTB,Direita,PR,MASCULINO,PARDA,64.0,1194223.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,INDUSTRIAL,N,NÃO DIVULGÁVEL,1422
FABIANA,AVANTE,Centro,SP,FEMININO,PARDA,42.0,150000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7020
TITA GÖTTERT,PL,Direita,RS,FEMININO,BRANCA,52.0,nan,nan,SUPERIOR INCOMPLETO,RELAÇÕES-PÚBLICAS,N,NÃO DIVULGÁVEL,2223
JOSI RAMOS,PSC,Direita,RS,FEMININO,BRANCA,44.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2090
ALCIONE MAROCOLO,REPUBLICANOS,Direita,MG,FEMININO,BRANCA,52.0,138945.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1012
LEO AZEVEDO,PSB,Esquerda,CE,MASCULINO,INDÍGENA,32.0,150000.0,BENS_G3,SUPERIOR COMPLETO,BIÓLOGO,N,NÃO DIVULGÁVEL,4003
KELVYA ALBUQUERQUE,PSD,Direita,CE,FEMININO,PARDA,42.0,49557.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5566
ADEMILTON SANTOS,AVANTE,Centro,GO,MASCULINO,PRETA,49.0,5000.0,BENS_G4,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,7078
JOÃO PIZZOLATTI,PP,Direita,SC,MASCULINO,BRANCA,37.0,55000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1111
SÔNYA CARNEIRO,PTB,Direita,PR,FEMININO,PARDA,51.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1423
PAULA ALMEIDA,AVANTE,Centro,RS,FEMININO,BRANCA,46.0,20000.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,7088
LACERDA,PATRIOTA,Direita,RR,MASCULINO,PARDA,33.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5107
DAGMAR FONTES,PRTB,Direita,PR,FEMININO,BRANCA,63.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,2800
SUANA MELO,REPUBLICANOS,Direita,PB,FEMININO,PARDA,41.0,30000.0,BENS_G4,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,1001
CARLOS GAGUIM,UNIÃO,Direita,TO,MASCULINO,PARDA,61.0,14970960.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,4444
MICHELE CARDOSO,PSC,Direita,MG,FEMININO,NÃO INFORMADO,41.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2043
RICARDO MIGUEL,PSC,Direita,MG,MASCULINO,BRANCA,43.0,127120.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,2095
DECIO CLEMENTE,PROS,Centro,SP,MASCULINO,PRETA,74.0,40000.0,BENS_G4,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,9075
MESTRE DEJAIR CANIBAL,PDT,Esquerda,SP,MASCULINO,PRETA,50.0,144200.0,BENS_G3,ENSINO FUNDAMENTAL INCOMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,1272
VALMIR COMIN,PP,Direita,SC,MASCULINO,BRANCA,61.0,1355000.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1166
PERESSIM,PATRIOTA,Direita,SP,MASCULINO,BRANCA,66.0,865000.0,BENS_G1,SUPERIOR COMPLETO,JARDINEIRO,N,NÃO DIVULGÁVEL,5156
MARCELO SERAFIM,AVANTE,Centro,AM,MASCULINO,BRANCA,46.0,1216261.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,7040
FLÁVIO ALECRIM,PMN,Esquerda,SP,MASCULINO,PARDA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3343
AGUINALDO RIBEIRO,PP,Direita,PB,MASCULINO,BRANCA,53.0,3438610.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1111
TITA,PSDB,Centro,RJ,MASCULINO,BRANCA,64.0,1730597.0,BENS_G1,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4507
JULIAN TACANÃ,PSOL,Esquerda,MT,MASCULINO,PARDA,26.0,nan,nan,ENSINO MÉDIO COMPLETO,FRENTISTA,N,NÃO DIVULGÁVEL,5005
LUCIANA CALAÇA,REPUBLICANOS,Direita,RJ,FEMININO,BRANCA,48.0,nan,nan,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,1013
DEPUTADO ALFREDINHO,PT,Esquerda,SP,MASCULINO,PRETA,63.0,1193081.0,BENS_G1,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1389
CANTOR INDIO PANH,PMB,Direita,PR,MASCULINO,INDÍGENA,73.0,5000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,3519
SÉRGIO BARROS,PSDB,Centro,AC,MASCULINO,PARDA,70.0,63525167.0,BENS_G1,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,4545
ZECA DIRCEU,PT,Esquerda,PR,MASCULINO,BRANCA,44.0,1078228.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1310
SILAS FREIRE,SOLIDARIEDADE,Centro,PI,MASCULINO,BRANCA,52.0,nan,nan,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,7733
JORGE BRAGA,AGIR,Direita,BA,MASCULINO,PRETA,42.0,64214.0,BENS_G4,SUPERIOR INCOMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,3630
PROFESSORA TEREZA ELOI,REDE,Esquerda,MG,FEMININO,PARDA,42.0,nan,nan,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,1823
JH,PATRIOTA,Direita,AC,MASCULINO,PARDA,56.0,nan,nan,LÊ E ESCREVE,OUTROS,N,NÃO DIVULGÁVEL,5151
GLAUBER PAIVA,UNIÃO,Direita,MG,MASCULINO,PARDA,35.0,1303000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4431
JUIZ WILSON LIMA,PSB,Esquerda,SP,MASCULINO,BRANCA,67.0,3297322.0,BENS_G1,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,4046
VANUZA MACHADO,AVANTE,Centro,RO,FEMININO,PARDA,45.0,60000.0,BENS_G4,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,7007
REGIANE OLIVEIRA,PSB,Esquerda,MG,FEMININO,BRANCA,39.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4030
MARGARETE COELHO,PP,Direita,PI,FEMININO,BRANCA,61.0,574958.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,1122
ISA PENNA,PC do B,Esquerda,SP,FEMININO,BRANCA,31.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,6500
TONY SANTTANA,PP,Direita,SP,MASCULINO,PARDA,38.0,3200000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1138
ANTÔNIO LUIZ,REPUBLICANOS,Direita,RJ,MASCULINO,BRANCA,57.0,65000.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1023
HELDER CARNIELLI,UNIÃO,Direita,ES,MASCULINO,BRANCA,65.0,1952000.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4422
NEGA,PATRIOTA,Direita,SP,FEMININO,PARDA,46.0,3500.0,BENS_G4,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,5104
FABIO REIS,PSD,Direita,SE,MASCULINO,BRANCA,45.0,919997.0,BENS_G1,SUPERIOR INCOMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,5555
CAUDURO PROFESSOR,CIDADANIA,Esquerda,RS,MASCULINO,BRANCA,62.0,1581000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2311
SOLANGE SOUZA,PODE,Direita,RJ,FEMININO,PRETA,56.0,nan,nan,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1935
JORGINHO SAMPAIO CORREIA,PL,Direita,BA,MASCULINO,PARDA,53.0,329000.0,BENS_G2,ENSINO MÉDIO COMPLETO,BANCÁRIO E ECONOMIÁRIO,N,NÃO DIVULGÁVEL,2250
ALUISIO LUNDGREN,PROS,Centro,SP,MASCULINO,BRANCA,48.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,9074
MARCINHO HAKUNA,AVANTE,Centro,MG,MASCULINO,BRANCA,51.0,200000.0,BENS_G3,ENSINO MÉDIO COMPLETO,MÚSICO,N,NÃO DIVULGÁVEL,7019
GILBERTO FERREIRA,PROS,Centro,BA,MASCULINO,BRANCA,67.0,41000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,9092
LAIDSON BORGES,PATRIOTA,Direita,MG,MASCULINO,BRANCA,49.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5138
DR ESTÁCIO,PSDB,Centro,RN,MASCULINO,PARDA,54.0,nan,nan,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,4570
DR RENAN,PSD,Direita,PA,MASCULINO,BRANCA,37.0,958694.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,5515
DELEGADO GERALDO,PSB,Esquerda,MT,MASCULINO,BRANCA,40.0,1005992.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,4038
S1 FEITOSA,PMB,Direita,BA,MASCULINO,BRANCA,35.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,3556
SUB TENENTE POTÊNCIA,PATRIOTA,Direita,MT,MASCULINO,PARDA,46.0,691890.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,5190
DR JOÃO BATISTA,AVANTE,Centro,GO,MASCULINO,PARDA,41.0,30000.0,BENS_G4,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,7040
GERSON PORTELA,PL,Direita,BA,MASCULINO,PRETA,48.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2212
LELCES XAVIER,DC,Direita,PE,MASCULINO,PARDA,81.0,nan,nan,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,2771
LEONARDO RAZERA,NOVO,Direita,PR,MASCULINO,BRANCA,42.0,680976.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,3000
DEFENSOR JUNIOR SOUSA,SOLIDARIEDADE,Centro,SP,MASCULINO,BRANCA,36.0,948500.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7714
MARISE TORMENA,PTB,Direita,SC,FEMININO,BRANCA,50.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1452
TENENTE JURACI,PP,Direita,AP,MASCULINO,PRETA,54.0,nan,nan,ENSINO MÉDIO COMPLETO,BOMBEIRO MILITAR,N,NÃO DIVULGÁVEL,1112
PASTOR EBER SILVA,PSD,Direita,RJ,MASCULINO,BRANCA,73.0,nan,nan,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,5505
MAJOR SOUZA,DC,Direita,DF,MASCULINO,PARDA,78.0,13000000.0,BENS_G1,LÊ E ESCREVE,BOMBEIRO MILITAR,N,NÃO DIVULGÁVEL,2799
TAIS OLIVEIRA,AGIR,Direita,BA,FEMININO,PARDA,29.0,nan,nan,LÊ E ESCREVE,DONA DE CASA,N,NÃO DIVULGÁVEL,3624
ROBERTO MATEUS,PDT,Esquerda,MS,MASCULINO,PARDA,57.0,nan,nan,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1212
JOSÉ SOUZA,AVANTE,Centro,BA,MASCULINO,PRETA,57.0,138000.0,BENS_G3,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,7024
LUCIANA SOBOTA,PSB,Esquerda,SC,FEMININO,BRANCA,51.0,61654.0,BENS_G4,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,4010
KAKAU DA SAÚDE,SOLIDARIEDADE,Centro,RJ,FEMININO,BRANCA,49.0,605000.0,BENS_G2,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,7749
LU AZAMBUJA,PP,Direita,MS,FEMININO,PARDA,49.0,384243.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1145
DR RONALD QUERINO,PTB,Direita,BA,MASCULINO,PRETA,57.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1401
HUNO,PCB,Esquerda,RS,MASCULINO,AMARELA,30.0,20978.0,BENS_G4,SUPERIOR COMPLETO,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,NÃO DIVULGÁVEL,2101
ROSANGELA STARSEC,SOLIDARIEDADE,Centro,RJ,FEMININO,PARDA,50.0,2422182.0,BENS_G1,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7799
PICHETTI,SOLIDARIEDADE,Centro,SC,MASCULINO,BRANCA,34.0,220000.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7755
KELMUTH MACLAREM,PATRIOTA,Direita,BA,MASCULINO,PARDA,47.0,1110000.0,BENS_G1,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5166
MARCELO BIMBI,PODE,Direita,AC,MASCULINO,PARDA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1933
DJALMA BASTOS,PSD,Direita,MG,MASCULINO,BRANCA,60.0,296291.0,BENS_G2,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,5590
JÂNDERSON RODRIGUES E COLETIVO,PSOL,Esquerda,PR,MASCULINO,BRANCA,38.0,41000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5000
